MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Log_SalePrice,Log_LotArea,Log_GrLivArea,Log_LotFrontage
20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1904,Unf,0,312,2216,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,1,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,60,0,0,0,0,None,None,None,0,7,2009,New,Partial,13.126032637428713,9.765603845172741,7.711996507047669,4.1588830833596715
30,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1923,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,968,968,GasA,TA,Y,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,2,Fa,TA,N,0,0,184,0,0,0,None,None,None,0,7,2007,WD,Normal,11.51293546492023,9.050288983827956,6.876264611890766,4.110873864173311
160,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436,Unf,0,320,756,GasA,Ex,Y,SBrkr,756,0,0,0,2,1,3,1,Gd,Typ,1,TA,Detchd,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,12.083910661257521,7.658227526161352,7.330405211844402,4.31077660337024
70,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,Unf,0,441,793,GasA,Gd,Y,SBrkr,901,0,0,0,1,1,4,1,TA,Typ,1,Gd,Detchd,Unf,1,Fa,TA,Y,0,0,40,0,0,0,None,None,None,0,7,2006,WD,Normal,12.206577518060588,8.934455109403913,7.497207223203318,4.007333185232471
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,1957,2006,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,None,None,None,None,0,None,0,0,0,GasA,Ex,Y,SBrkr,0,0,0,0,1,0,3,1,TA,Typ,1,Gd,Attchd,RFn,1,TA,TA,Y,116,0,0,180,0,0,None,MnPrv,None,0,6,2007,WD,Normal,11.695255355062795,9.11173476822206,7.201170883281678,4.110873864173311
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1362,1362,GasA,Ex,Y,SBrkr,720,0,0,0,2,1,3,1,Gd,Mod,0,None,Detchd,Unf,2,TA,TA,N,280,238,0,0,0,0,None,None,None,0,6,2008,WD,Normal,12.206077645517674,9.343734255146714,7.641564441260972,4.1588830833596715
50,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,1908,1991,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,504,504,GasA,Gd,Y,SBrkr,316,0,0,0,1,0,3,1,TA,Typ,0,None,Attchd,Unf,2,TA,TA,Y,104,0,0,0,0,0,None,MnPrv,None,0,6,2006,WD,Normal,11.751950239425476,8.914491710191342,7.133295954896068,4.532599493153256
75,RM,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1107,1107,GasA,Ex,Y,SBrkr,1518,572,0,0,2,1,4,1,Ex,Typ,2,TA,Detchd,Unf,3,Ex,TA,Y,0,260,0,0,410,0,None,GdPrv,None,0,6,2006,WD,Normal,13.07107218827772,10.041116787524166,8.19118600464279,4.51085950651685
80,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,0,577,1188,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,Typ,0,None,Attchd,Unf,2,TA,TA,Y,168,27,0,0,0,0,None,GdPrv,None,0,6,2009,WD,Normal,12.06105265381003,9.205126804923296,7.1049654482698426,4.303699729651193
50,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,704,144,0,0,2,1,3,1,TA,Min2,0,None,Detchd,Unf,1,Fa,Fa,N,0,0,0,140,0,0,None,MnPrv,None,0,8,2009,WD,Normal,11.813037464800539,9.250618218474752,7.4127640174265625,4.110873864173311
90,RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,GasA,TA,Y,SBrkr,0,0,2,0,0,2,2,2,TA,Typ,2,TA,Detchd,Unf,2,TA,TA,Y,120,0,0,0,0,0,None,None,None,0,6,2009,WD,Alloca,11.940399914116648,8.856376036730422,7.110696122978827,4.174387269895637
120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,440,1593,GasA,Ex,Y,SBrkr,0,0,1,0,1,1,0,1,Ex,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,0,120,0,0,224,0,None,None,None,0,8,2008,WD,Normal,12.563750586299374,8.501876487304344,7.374001859350161,3.7376696182833684
70,RL,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,1932,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,Unf,0,556,853,GasA,TA,Y,SBrkr,1178,0,0,0,2,1,3,1,Gd,Maj1,2,TA,Detchd,Unf,2,TA,TA,Y,0,74,0,0,0,0,None,None,None,0,12,2007,WD,Normal,12.660331092405906,9.265869681768663,7.911324018963353,4.2626798770413155
60,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,0,99,725,GasA,Gd,Y,SBrkr,754,0,1,0,1,1,4,1,Gd,Typ,0,None,Attchd,Fin,2,TA,TA,Y,0,32,0,0,0,0,None,None,None,0,6,2007,WD,Normal,12.122696471358964,8.91905180393029,7.299797366758161,4.30406509320417
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,0,871,1431,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,Typ,0,None,Attchd,Fin,2,TA,TA,Y,0,35,0,0,0,0,None,None,None,0,9,2009,WD,Normal,12.165255859329688,9.106977858981029,7.266827347520591,4.23410650459726
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,GasA,Ex,Y,SBrkr,739,0,0,0,2,0,3,1,Gd,Maj1,0,None,Detchd,Unf,2,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,5,2006,WD,Normal,11.775297421715827,7.833203948641057,7.444248649496705,3.2188758248682006
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,0,474,864,GasA,TA,Y,SBrkr,0,0,0,0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,11.751950239425476,8.879193928110318,6.762729506931879,4.110873864173311
160,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,0,289,855,GasA,TA,Y,SBrkr,601,0,0,0,2,1,3,1,TA,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,87,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,11.908346971208951,7.732369222284388,7.284134806195205,3.2188758248682006
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,0,600,1726,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,171,138,0,0,266,0,None,None,None,0,9,2007,New,Partial,12.650351332641707,9.150271845510064,7.454141078146678,4.382026634673881
75,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1918,1990,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,GasA,Gd,Y,SBrkr,1360,392,1,1,2,0,4,1,Gd,Typ,1,Ex,Detchd,Unf,2,TA,TA,Y,0,16,552,0,0,512,Ex,GdPrv,None,0,3,2006,WD,Abnorml,12.367345048436391,10.143291544743445,8.043342170441608,5.1647859739235145
75,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,755,755,GasA,Ex,Y,SBrkr,929,371,0,0,1,0,5,1,TA,Typ,0,None,None,None,0,None,None,Y,0,198,30,0,0,0,None,MnPrv,None,0,7,2009,WD,Abnorml,11.552155793461898,8.616314282284044,7.709756864454165,4.532599493153256
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Ex,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,0,26,0,0,170,0,None,None,None,0,1,2009,WD,Normal,12.524166311833152,9.16868469670735,7.446585099157725,4.343805421853684
20,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1121,1121,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,TA,Typ,0,None,Attchd,RFn,2,TA,TA,Y,132,64,0,0,0,0,None,None,None,0,3,2010,WD,Normal,11.849404844423074,9.053335623166017,7.022868086082641,4.394449154672439
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641,LwQ,279,276,1196,GasA,TA,Y,SBrkr,0,0,0,1,2,0,3,1,TA,Typ,2,Fa,Detchd,Unf,2,TA,TA,Y,238,83,0,0,0,0,None,MnPrv,None,0,2,2008,WD,Normal,12.052344376474922,9.222861652529854,7.154615356913663,4.330733340286331
50,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,GasA,Gd,Y,SBrkr,445,0,0,0,2,0,2,1,TA,Min1,0,None,Attchd,Unf,1,TA,TA,Y,0,0,126,0,0,0,None,None,None,0,5,2006,COD,Normal,11.626263078808801,8.853808274977197,7.1785454837637,3.9318256327243257
120,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,1,1,Gd,Typ,1,Gd,Attchd,RFn,2,TA,TA,Y,149,0,0,0,0,0,None,None,None,0,1,2008,WD,Normal,11.91170829631447,8.398184404834035,6.744059186311348,4.2626798770413155
50,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,0,408,720,GasA,TA,Y,SBrkr,564,0,0,0,1,1,2,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,35,0,0,0,0,None,MnWw,None,0,4,2009,WD,Normal,11.608244735642321,8.160803920954665,7.158513997329321,3.9318256327243257
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1424,1424,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,TA,Typ,0,None,Attchd,RFn,2,TA,TA,Y,0,34,0,508,0,0,None,None,None,0,5,2009,WD,Normal,12.103491596905931,9.380251908693456,7.274479558773871,4.605170185988092
20,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1140,1140,GasA,TA,Y,SBrkr,0,0,0,0,1,1,3,1,TA,Min2,1,TA,Attchd,RFn,1,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,3,2007,WD,Normal,11.87688084212164,9.523251498473739,7.436617265234227,3.713572066704308
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419,Rec,306,375,1100,GasA,TA,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,1,Po,Attchd,RFn,1,TA,TA,Y,355,0,0,0,0,0,None,GdWo,None,0,4,2008,WD,Normal,11.856522261533737,9.433003808053515,7.00397413672268,4.30406509320417
60,RL,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,0,92,1157,GasA,Ex,Y,SBrkr,882,0,1,0,2,1,3,1,TA,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,60,55,0,0,154,0,None,None,None,0,4,2007,WD,Normal,12.531776395271262,9.57254997141339,7.631916513071252,4.212100162283536
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,Typ,0,None,Attchd,RFn,2,TA,Gd,Y,0,0,0,0,0,0,None,MnPrv,None,0,7,2008,WD,Normal,11.884495917930655,9.018089684104343,6.996681488176539,4.330733340286331
30,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,396,864,GasA,TA,N,FuseA,0,0,1,0,1,0,2,1,TA,Typ,0,None,None,None,0,None,None,Y,0,0,96,0,0,0,None,None,None,0,4,2008,WD,Normal,11.49273296168228,8.63141433550626,6.762729506931879,4.219507705176107
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,100,22,0,0,0,0,None,None,None,0,3,2010,WD,Normal,12.133507329024972,9.251578279992428,7.10085190894405,4.430816798843313
60,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,Ex,Y,SBrkr,920,0,1,0,2,1,3,1,Gd,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,168,108,0,0,0,0,None,None,None,0,7,2009,New,Partial,12.439875187430008,9.0642735958414,7.52456122628536,4.290459441148391
20,RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,GasA,Ex,Y,SBrkr,0,0,0,1,1,0,3,1,TA,Typ,0,None,Attchd,Unf,2,TA,TA,Y,224,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,11.957617696467539,9.515543058145953,6.898714534329988,3.784189633918261
60,RL,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,GasA,Ex,Y,SBrkr,703,0,0,0,1,1,3,1,TA,Typ,0,None,Attchd,Fin,1,TA,TA,Y,0,36,0,0,0,0,None,MnPrv,Shed,450,3,2010,WD,Normal,11.993813394724253,9.296609807128359,7.239214973779806,4.2626798770413155
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,TA,Y,SBrkr,0,0,0,1,1,0,2,1,Gd,Min1,1,Fa,Attchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2006,WD,Normal,11.808955099378537,9.211539652551664,7.1204443723924875,4.290459441148391
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,Typ,0,None,Attchd,Unf,2,TA,TA,Y,139,98,0,0,0,0,None,None,None,0,4,2008,WD,Normal,12.25486757159303,9.042040056544483,7.270312886079025,4.189654742026425
70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,GasA,Fa,N,SBrkr,518,0,0,0,1,0,3,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,172,60,0,0,0,None,None,None,0,9,2006,WD,Family,11.580593459194764,9.20099685697303,7.192182058713246,4.060443010546419
50,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,Ex,Y,SBrkr,817,0,0,1,1,1,3,1,Gd,Typ,2,TA,Attchd,Unf,2,TA,TA,Y,0,119,150,0,0,0,None,None,None,0,5,2008,WD,Normal,12.649157827477366,9.658928824466434,7.578145472419466,4.31748811353631
120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,Typ,0,None,Attchd,Fin,2,TA,TA,Y,108,0,0,0,0,0,None,None,None,0,3,2006,New,Partial,12.027191164883384,8.010027528481734,7.130098510125578,3.784189633918261
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Gd,Typ,0,None,Attchd,RFn,2,TA,TA,Y,351,33,0,0,0,0,None,None,None,0,4,2006,New,Partial,12.230282214644559,9.103979355984773,7.312553498102598,4.30406509320417
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1257,0,0,0,2,1,4,1,Gd,Typ,1,TA,BuiltIn,RFn,2,TA,TA,Y,120,46,0,0,0,0,None,None,None,0,12,2009,ConLI,Normal,12.206077645517674,8.995784837848506,7.7266536648476425,4.189654742026425
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,TA,Y,SBrkr,741,0,1,0,2,1,3,1,TA,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,209,208,0,0,0,0,None,MnPrv,None,0,2,2006,WD,Normal,12.100161978566867,9.348013177101256,7.347943823148687,4.454347296253507
20,RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,Gd,Y,SBrkr,0,0,0,0,1,0,2,1,TA,Typ,0,None,Detchd,Unf,2,TA,TA,Y,216,0,0,0,0,0,None,None,None,0,3,2009,WD,Abnorml,11.48247656671073,9.259225769705994,6.762729506931879,4.2626798770413155
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,3,1,Ex,Typ,1,Ex,Attchd,Fin,3,TA,TA,Y,248,105,0,0,0,0,None,None,None,0,6,2009,WD,Normal,12.864242696187505,9.508442961755847,7.780303087908373,4.6443908991413725
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,672,0,0,0,2,1,3,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2009,COD,Abnorml,11.626263078808801,7.427144133408616,7.172424577124845,3.091042453358316
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,GasA,Ex,Y,SBrkr,1306,0,0,0,2,1,4,1,Gd,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,224,114,0,0,0,0,None,None,None,0,6,2007,WD,Abnorml,12.577639650232573,9.205428327615163,7.83241092718792,4.418840607796598
160,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,GasA,TA,Y,SBrkr,504,0,0,0,1,1,2,1,TA,Typ,0,None,Detchd,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2008,WD,Normal,11.571203807011969,7.533693709848633,6.895682697747868,3.091042453358316
